p_id,p_id2,evalues
3lzg,2wrg,1e-129
3lzg,1rd8,1e-129
3lzg,4juj,1e-128
3lzg,4juh,1e-128
3lzg,4jug,1e-128
3lzg,4gxx,5e-128
3lzg,3htt,1e-121
3lzg,3htq,1e-121
3lzg,3htp,1e-121
3lzg,3hto,1e-121
3lzg,2wrh,1e-119
3lzg,1rvz,1e-114
3lzg,1rvx,1e-114
3lzg,1ru7,1e-114
3lzg,3sm5,7e-108
3lzg,4edb,8e-108
3lzg,4mhj,3e-82
3lzg,4mhi,3e-82
3lzg,3s11,9e-82
3lzg,4jum,1e-81
3lzg,1jso,4e-81
3lzg,1jsn,4e-81
3lzg,1jsm,4e-81
3lzg,3s13,2e-80
3lzg,4jun,8e-80
3lzg,3zpb,1e-79
3lzg,3zp6,1e-79
3lzg,3s12,6e-79
3lzg,4juk,7e-79
3lzg,4fqi,7e-79
3lzg,4bgy,7e-79
3lzg,4bgx,7e-79
3lzg,4bgw,7e-79
3lzg,3zp1,7e-79
3lzg,3zp0,7e-79
3lzg,3znm,7e-79
3lzg,3znl,7e-79
3lzg,3znk,7e-79
3lzg,3gbm,7e-79
3lzg,3fku,7e-79
3lzg,2ibx,7e-79
3lzg,2fk0,7e-79
3lzg,4cqu,9e-79
3lzg,4cqs,9e-79
3lzg,4k64,1e-78
3lzg,4k63,1e-78
3lzg,4k62,1e-78
3lzg,4kwm,2e-78
3lzg,4jul,2e-78
3lzg,3zp3,3e-78
3lzg,3zp2,3e-78
3lzg,4cqt,4e-78
3lzg,4cqr,4e-78
3lzg,4cqq,4e-78
3lzg,4cqp,4e-78
3lzg,4cqz,4e-78
3lzg,4n5z,7e-78
3lzg,4n5y,7e-78
3lzg,4kdo,7e-78
3lzg,4kdn,7e-78
3lzg,4kdm,7e-78
3lzg,4bh4,7e-78
3lzg,4bh3,7e-78
3lzg,4bh2,7e-78
3lzg,4bh1,8e-78
3lzg,4bh0,8e-78
3lzg,4bgz,8e-78
3lzg,4kth,1e-77
3lzg,4cr0,1e-77
3lzg,4kdq,2e-77
3lzg,4k67,3e-76
3lzg,4k66,3e-76
3lzg,4k65,3e-76
3lzg,2wr2,1e-75
3lzg,2wr1,1e-75
3lzg,2wr0,1e-75
3lzg,4cqy,1e-75
3lzg,4cqx,1e-75
3lzg,4cqw,1e-75
3lzg,4cqv,1e-75
3lzg,2wr5,1e-74
3lzg,4hlz,1e-74
3lzg,4hf5,1e-74
3lzg,3qqo,1e-74
3lzg,3qqi,1e-74
3lzg,3qqe,1e-74
3lzg,3qqb,1e-74
3lzg,3ku3,1e-74
3lzg,4kw1,9e-74
3lzg,3ku6,1e-73
3lzg,2wr4,4e-73
3lzg,2wr3,4e-73
3lzg,2wrd,1e-72
3lzg,4hg4,1e-72
3lzg,3ku5,1e-72
3lzg,2wrf,3e-72
3lzg,2wrc,5e-72
3lzg,2wrb,5e-72
3lzg,4hfu,1e-69
3lzg,2wre,2e-69
3lzg,2wr7,5e-69
3lzg,4kps,9e-64
3lzg,4kpq,9e-64
3lzg,4fiu,3e-60
3lzg,4f23,3e-60
3lzg,1jsi,3e-54
3lzg,1jsh,3e-54
3lzg,1jsd,3e-54
3lzg,4i78,4e-44
3lzg,4h32,4e-44
3lzg,4cz0,5e-44
3lzg,4cyz,5e-44
3lzg,4cyw,5e-44
3lzg,4cyv,5e-44
3lzg,4qy2,8e-44
3lzg,4qy1,8e-44
3lzg,4qy0,8e-44
3lzg,4d00,9e-44
3lzg,4uo3,7e-43
3lzg,4uo2,7e-43
3lzg,4uo1,7e-43
3lzg,4uo0,7e-43
3lzg,4unz,1e-42
3lzg,4uny,1e-42
3lzg,4unx,1e-42
3lzg,4wa2,2e-42
3lzg,4wa1,2e-42
3lzg,4uoa,2e-42
3lzg,4uo9,2e-42
3lzg,4uo8,2e-42
3lzg,4uo7,2e-42
3lzg,4uo6,2e-42
3lzg,4uo5,2e-42
3lzg,4uo4,2e-42
3lzg,1mqn,5e-41
3lzg,1mqm,5e-41
3lzg,1mql,5e-41
3lzg,4hmg,6e-41
3lzg,3hmg,6e-41
3lzg,3eyk,8e-41
3lzg,3eyj,8e-41
3lzg,5hmg,6e-40
3lzg,3ztj,6e-40
3lzg,3eym,6e-40
3lzg,2ypg,6e-40
3lzg,1qfu,6e-40
3lzg,1ken,6e-40
3lzg,1hgj,6e-40
3lzg,1hgi,6e-40
3lzg,1hgh,6e-40
3lzg,1hgg,6e-40
3lzg,1hgf,6e-40
3lzg,1ha0,6e-40
3lzg,1eo8,6e-40
3lzg,2hmg,7e-40
3lzg,3vun,9e-40
3lzg,2viu,1e-39
3lzg,4nm8,1e-39
3lzg,4fqy,1e-39
3lzg,4fqr,1e-39
3lzg,4fp8,1e-39
3lzg,4fnk,1e-39
3lzg,3sdy,1e-39
3lzg,1hge,1e-39
3lzg,1hgd,1e-39
3lzg,2yp5,7e-39
3lzg,2yp4,7e-39
3lzg,2yp3,7e-39
3lzg,2yp2,7e-39
3lzg,4lkk,1e-38
3lzg,4lkj,1e-38
3lzg,4lki,1e-38
3lzg,4bsi,3e-38
3lzg,4bsh,3e-38
3lzg,4bsg,3e-38
3lzg,1ti8,3e-38
3lzg,4dj8,4e-38
3lzg,4dj7,4e-38
3lzg,4dj6,4e-38
3lzg,4kvn,7e-38
3lzg,4bsd,1e-37
3lzg,4bsc,1e-37
3lzg,4bsb,1e-37
3lzg,4bsa,1e-37
3lzg,4n64,2e-37
3lzg,4n63,2e-37
3lzg,4n62,2e-37
3lzg,4n61,2e-37
3lzg,4n60,2e-37
3lzg,4n5k,2e-37
3lzg,4n5j,2e-37
3lzg,4ln8,2e-37
3lzg,4ln6,2e-37
3lzg,4kon,2e-37
3lzg,4bsf,2e-37
3lzg,4bse,2e-37
3lzg,4o58,2e-37
3lzg,4gms,2e-37
3lzg,2yp9,2e-37
3lzg,2yp8,2e-37
3lzg,2yp7,2e-37
3lzg,4ln4,2e-37
3lzg,4ln3,2e-37
3lzg,4lkh,2e-37
3lzg,4lkg,2e-37
3lzg,4lcx,2e-37
3lzg,4mc5,3e-37
3lzg,4fqv,6e-37
3lzg,4o5n,9e-37
3lzg,4o5i,9e-37
3lzg,3m5j,9e-31
3lzg,3m5i,9e-31
3lzg,3m5h,9e-31
3lzg,3m5g,9e-31
3lzg,4fqj,9e-08
3lzg,4nrl,2e-07
3lzg,4nrk,2e-07
3lzg,4nrj,2e-07
3lzg,3bt6,7e-06
3lzg,2rfu,7e-06
3lzg,2rft,7e-06
3lzg,4fqm,7e-04
3lzg,4fqk,7e-04
3m5g,3m5j,9e-145
3m5g,3m5i,9e-145
3m5g,3m5h,9e-145
3m5g,3m5g,9e-145
3m5g,4lkk,2e-122
3m5g,4lkj,2e-122
3m5g,4lki,2e-122
3m5g,4n64,2e-122
3m5g,4n63,2e-122
3m5g,4n62,2e-122
3m5g,4n61,2e-122
3m5g,4n60,2e-122
3m5g,4n5k,2e-122
3m5g,4n5j,2e-122
3m5g,4ln8,2e-122
3m5g,4ln6,2e-122
3m5g,4kon,2e-122
3m5g,4bsf,2e-122
3m5g,4bse,2e-122
3m5g,4bsi,2e-122
3m5g,4bsh,2e-122
3m5g,4bsg,2e-122
3m5g,1ti8,2e-122
3m5g,4ln4,8e-122
3m5g,4ln3,8e-122
3m5g,4lkh,8e-122
3m5g,4lkg,8e-122
3m5g,4lcx,8e-122
3m5g,4bsd,1e-121
3m5g,4bsc,1e-121
3m5g,4bsb,1e-121
3m5g,4bsa,1e-121
3m5g,4dj8,2e-121
3m5g,4dj7,2e-121
3m5g,4dj6,2e-121
3m5g,4fqv,5e-120
3m5g,4cz0,2e-62
3m5g,4cyz,2e-62
3m5g,4cyw,2e-62
3m5g,4cyv,2e-62
3m5g,4d00,7e-60
3m5g,4qy2,7e-60
3m5g,4qy1,7e-60
3m5g,4qy0,7e-60
3m5g,2wrh,1e-39
3m5g,4uoa,2e-39
3m5g,4uo9,2e-39
3m5g,4uo8,2e-39
3m5g,4uo7,2e-39
3m5g,4uo6,2e-39
3m5g,4uo5,2e-39
3m5g,4uo4,2e-39
3m5g,4unz,8e-39
3m5g,4uny,8e-39
3m5g,4unx,8e-39
3m5g,4uo3,1e-38
3m5g,4uo2,1e-38
3m5g,4uo1,1e-38
3m5g,4uo0,1e-38
3m5g,3s11,4e-38
3m5g,4nm8,5e-38
3m5g,4fqy,5e-38
3m5g,4fqr,5e-38
3m5g,4fp8,5e-38
3m5g,4fnk,5e-38
3m5g,3sdy,5e-38
3m5g,2hmg,5e-38
3m5g,4gxx,6e-38
3m5g,1rvt,7e-38
3m5g,1mqn,7e-38
3m5g,1mqm,7e-38
3m5g,1mql,7e-38
3m5g,5hmg,7e-38
3m5g,4hmg,7e-38
3m5g,3ztj,7e-38
3m5g,3hmg,7e-38
3m5g,3eym,7e-38
3m5g,2ypg,7e-38
3m5g,1qfu,7e-38
3m5g,1ken,7e-38
3m5g,1hgj,7e-38
3m5g,1hgi,7e-38
3m5g,1hgh,7e-38
3m5g,1hgg,7e-38
3m5g,1hgf,7e-38
3m5g,1ha0,7e-38
3m5g,1eo8,7e-38
3m5g,4cqy,1e-37
3m5g,4cqx,1e-37
3m5g,4cqw,1e-37
3m5g,4cqv,1e-37
3m5g,2viu,1e-37
3m5g,1hge,1e-37
3m5g,1hgd,1e-37
3m5g,3vun,2e-37
3m5g,4kwm,2e-37
3m5g,4jul,2e-37
3m5g,4py8,2e-37
3m5g,4gxu,2e-37
3m5g,4eef,2e-37
3m5g,3r2x,2e-37
3m5g,3lzf,2e-37
3m5g,3gbn,2e-37
3m5g,2wrg,2e-37
3m5g,1rd8,2e-37
3m5g,4mhj,2e-37
3m5g,4mhi,2e-37
3m5g,4juj,2e-37
3m5g,4juh,2e-37
3m5g,4jug,2e-37
3m5g,1rvz,4e-37
3m5g,1rvx,4e-37
3m5g,1ru7,4e-37
3m5g,3s13,6e-37
3m5g,3eyk,6e-37
3m5g,3eyj,6e-37
3m5g,4juk,7e-37
3m5g,4o58,8e-37
3m5g,4gms,8e-37
3m5g,3s12,1e-36
3m5g,4k67,1e-36
3m5g,4k66,1e-36
3m5g,4k65,1e-36
3m5g,4wa2,1e-36
3m5g,4wa1,1e-36
3m5g,3htt,3e-36
3m5g,3htq,3e-36
3m5g,3htp,3e-36
3m5g,3hto,3e-36
3m5g,4k64,3e-36
3m5g,4k63,3e-36
3m5g,4k62,3e-36
3m5g,3sm5,3e-36
3m5g,4bh1,4e-36
3m5g,4bh0,4e-36
3m5g,4bgz,4e-36
3m5g,4cqu,4e-36
3m5g,4cqs,4e-36
3m5g,4kth,4e-36
3m5g,4jum,5e-36
3m5g,4fqi,5e-36
3m5g,4edb,5e-36
3m5g,4bgy,5e-36
3m5g,4bgx,5e-36
3m5g,4bgw,5e-36
3m5g,3zp1,5e-36
3m5g,3zp0,5e-36
3m5g,3znm,5e-36
3m5g,3znl,5e-36
3m5g,3znk,5e-36
3m5g,3gbm,5e-36
3m5g,3fku,5e-36
3m5g,2ibx,5e-36
3m5g,2fk0,5e-36
3m5g,4jun,7e-36
3m5g,4kw1,7e-36
3m5g,4cqt,7e-36
3m5g,4cqr,7e-36
3m5g,4cqq,7e-36
3m5g,4cqp,7e-36
3m5g,4cqz,7e-36
3m5g,4kdq,1e-35
3m5g,3zpb,2e-35
3m5g,3zp6,2e-35
3m5g,4cr0,2e-35
3m5g,3zp3,2e-35
3m5g,3zp2,2e-35
3m5g,4n5z,2e-35
3m5g,4n5y,2e-35
3m5g,4kdo,2e-35
3m5g,4kdn,2e-35
3m5g,4kdm,2e-35
3m5g,4bh4,2e-35
3m5g,4bh3,2e-35
3m5g,4bh2,2e-35
3m5g,4kvn,8e-35
3m5g,4o5n,1e-34
3m5g,4o5i,1e-34
3m5g,2yp5,2e-34
3m5g,2yp4,2e-34
3m5g,2yp3,2e-34
3m5g,2yp2,2e-34
3m5g,2yp9,6e-34
3m5g,2yp8,6e-34
3m5g,2yp7,6e-34
3m5g,1jso,6e-34
3m5g,1jsn,6e-34
3m5g,1jsm,6e-34
3m5g,4f3z,2e-31
3m5g,3m6s,4e-31
3m5g,3mlh,4e-31
3m5g,4lvh,5e-31
3m5g,4f15,5e-31
3m5g,4eda,5e-31
3m5g,3uyx,8e-31
3m5g,4m4y,8e-31
3m5g,4jtv,8e-31
3m5g,3uyw,8e-31
3m5g,3lzg,8e-31
3m5g,3al4,8e-31
3m5g,4ju0,9e-31
3m5g,4jtx,9e-31
3m5g,3ubq,1e-30
3m5g,3ubn,1e-30
3m5g,3ubj,1e-30
3m5g,3ube,1e-30
3m5g,4m5z,2e-30
3m5g,4lxv,3e-30
3m5g,4hfu,2e-29
3m5g,2wrc,3e-29
3m5g,2wrb,3e-29
3m5g,3ku6,5e-29
3m5g,3ku5,5e-29
3m5g,4hlz,6e-29
3m5g,4hf5,6e-29
3m5g,3qqo,6e-29
3m5g,3qqi,6e-29
3m5g,3qqe,6e-29
3m5g,3qqb,6e-29
3m5g,3ku3,6e-29
3m5g,2wrd,2e-28
3m5g,4hg4,4e-28
3m5g,4mc5,3e-27
3m5g,2wr5,1e-26
3m5g,2wr7,2e-26
3m5g,2wre,7e-26
3m5g,2wr2,3e-25
3m5g,2wr1,3e-25
3m5g,2wr0,3e-25
3m5g,2wrf,6e-25
3m5g,1jsi,9e-25
3m5g,1jsh,9e-25
3m5g,1jsd,9e-25
3m5g,4i78,2e-24
3m5g,4h32,2e-24
3m5g,2wr4,7e-24
3m5g,2wr3,7e-24
3m5g,4kps,5e-23
3m5g,4kpq,5e-23
3m5g,4fiu,4e-20
3m5g,4f23,4e-20
3m5g,3bt6,1e-05
3m5g,2rfu,1e-05
3m5g,2rft,1e-05
3m5g,4nrl,6e-04
3m5g,4nrk,6e-04
3m5g,4nrj,6e-04
3m5g,4fqj,6e-04
3m5g,4fqm,0.001
3m5g,4fqk,0.001
3m5g,4m44,0.004
3m5g,4m40,0.004
3m5h,3m5j,9e-145
3m5h,3m5i,9e-145
3m5h,3m5h,9e-145
3m5h,3m5g,9e-145
3m5h,4lkk,2e-122
3m5h,4lkj,2e-122
3m5h,4lki,2e-122
3m5h,4n64,2e-122
3m5h,4n63,2e-122
3m5h,4n62,2e-122
3m5h,4n61,2e-122
3m5h,4n60,2e-122
3m5h,4n5k,2e-122
3m5h,4n5j,2e-122
3m5h,4ln8,2e-122
3m5h,4ln6,2e-122
3m5h,4kon,2e-122
3m5h,4bsf,2e-122
3m5h,4bse,2e-122
3m5h,4bsi,2e-122
3m5h,4bsh,2e-122
3m5h,4bsg,2e-122
3m5h,1ti8,2e-122
3m5h,4ln4,8e-122
3m5h,4ln3,8e-122
3m5h,4lkh,8e-122
3m5h,4lkg,8e-122
3m5h,4lcx,8e-122
3m5h,4bsd,1e-121
3m5h,4bsc,1e-121
3m5h,4bsb,1e-121
3m5h,4bsa,1e-121
3m5h,4dj8,2e-121
3m5h,4dj7,2e-121
3m5h,4dj6,2e-121
3m5h,4fqv,5e-120
3m5h,4cz0,2e-62
3m5h,4cyz,2e-62
3m5h,4cyw,2e-62
3m5h,4cyv,2e-62
3m5h,4d00,7e-60
3m5h,4qy2,7e-60
3m5h,4qy1,7e-60
3m5h,4qy0,7e-60
3m5h,2wrh,1e-39
3m5h,4uoa,2e-39
3m5h,4uo9,2e-39
3m5h,4uo8,2e-39
3m5h,4uo7,2e-39
3m5h,4uo6,2e-39
3m5h,4uo5,2e-39
3m5h,4uo4,2e-39
3m5h,4unz,8e-39
3m5h,4uny,8e-39
3m5h,4unx,8e-39
3m5h,4uo3,1e-38
3m5h,4uo2,1e-38
3m5h,4uo1,1e-38
3m5h,4uo0,1e-38
3m5h,3s11,4e-38
3m5h,4nm8,5e-38
3m5h,4fqy,5e-38
3m5h,4fqr,5e-38
3m5h,4fp8,5e-38
3m5h,4fnk,5e-38
3m5h,3sdy,5e-38
3m5h,2hmg,5e-38
3m5h,4gxx,6e-38
3m5h,1rvt,7e-38
3m5h,1mqn,7e-38
3m5h,1mqm,7e-38
3m5h,1mql,7e-38
3m5h,5hmg,7e-38
3m5h,4hmg,7e-38
3m5h,3ztj,7e-38
3m5h,3hmg,7e-38
3m5h,3eym,7e-38
3m5h,2ypg,7e-38
3m5h,1qfu,7e-38
3m5h,1ken,7e-38
3m5h,1hgj,7e-38
3m5h,1hgi,7e-38
3m5h,1hgh,7e-38
3m5h,1hgg,7e-38
3m5h,1hgf,7e-38
3m5h,1ha0,7e-38
3m5h,1eo8,7e-38
3m5h,4cqy,1e-37
3m5h,4cqx,1e-37
3m5h,4cqw,1e-37
3m5h,4cqv,1e-37
3m5h,2viu,1e-37
3m5h,1hge,1e-37
3m5h,1hgd,1e-37
3m5h,3vun,2e-37
3m5h,4kwm,2e-37
3m5h,4jul,2e-37
3m5h,4py8,2e-37
3m5h,4gxu,2e-37
3m5h,4eef,2e-37
3m5h,3r2x,2e-37
3m5h,3lzf,2e-37
3m5h,3gbn,2e-37
3m5h,2wrg,2e-37
3m5h,1rd8,2e-37
3m5h,4mhj,2e-37
3m5h,4mhi,2e-37
3m5h,4juj,2e-37
3m5h,4juh,2e-37
3m5h,4jug,2e-37
3m5h,1rvz,4e-37
3m5h,1rvx,4e-37
3m5h,1ru7,4e-37
3m5h,3s13,6e-37
3m5h,3eyk,6e-37
3m5h,3eyj,6e-37
3m5h,4juk,7e-37
3m5h,4o58,8e-37
3m5h,4gms,8e-37
3m5h,3s12,1e-36
3m5h,4k67,1e-36
3m5h,4k66,1e-36
3m5h,4k65,1e-36
3m5h,4wa2,1e-36
3m5h,4wa1,1e-36
3m5h,3htt,3e-36
3m5h,3htq,3e-36
3m5h,3htp,3e-36
3m5h,3hto,3e-36
3m5h,4k64,3e-36
3m5h,4k63,3e-36
3m5h,4k62,3e-36
3m5h,3sm5,3e-36
3m5h,4bh1,4e-36
3m5h,4bh0,4e-36
3m5h,4bgz,4e-36
3m5h,4cqu,4e-36
3m5h,4cqs,4e-36
3m5h,4kth,4e-36
3m5h,4jum,5e-36
3m5h,4fqi,5e-36
3m5h,4edb,5e-36
3m5h,4bgy,5e-36
3m5h,4bgx,5e-36
3m5h,4bgw,5e-36
3m5h,3zp1,5e-36
3m5h,3zp0,5e-36
3m5h,3znm,5e-36
3m5h,3znl,5e-36
3m5h,3znk,5e-36
3m5h,3gbm,5e-36
3m5h,3fku,5e-36
3m5h,2ibx,5e-36
3m5h,2fk0,5e-36
3m5h,4jun,7e-36
3m5h,4kw1,7e-36
3m5h,4cqt,7e-36
3m5h,4cqr,7e-36
3m5h,4cqq,7e-36
3m5h,4cqp,7e-36
3m5h,4cqz,7e-36
3m5h,4kdq,1e-35
3m5h,3zpb,2e-35
3m5h,3zp6,2e-35
3m5h,4cr0,2e-35
3m5h,3zp3,2e-35
3m5h,3zp2,2e-35
3m5h,4n5z,2e-35
3m5h,4n5y,2e-35
3m5h,4kdo,2e-35
3m5h,4kdn,2e-35
3m5h,4kdm,2e-35
3m5h,4bh4,2e-35
3m5h,4bh3,2e-35
3m5h,4bh2,2e-35
3m5h,4kvn,8e-35
3m5h,4o5n,1e-34
3m5h,4o5i,1e-34
3m5h,2yp5,2e-34
3m5h,2yp4,2e-34
3m5h,2yp3,2e-34
3m5h,2yp2,2e-34
3m5h,2yp9,6e-34
3m5h,2yp8,6e-34
3m5h,2yp7,6e-34
3m5h,1jso,6e-34
3m5h,1jsn,6e-34
3m5h,1jsm,6e-34
3m5h,4f3z,2e-31
3m5h,3m6s,4e-31
3m5h,3mlh,4e-31
3m5h,4lvh,5e-31
3m5h,4f15,5e-31
3m5h,4eda,5e-31
3m5h,3uyx,8e-31
3m5h,4m4y,8e-31
3m5h,4jtv,8e-31
3m5h,3uyw,8e-31
3m5h,3lzg,8e-31
3m5h,3al4,8e-31
3m5h,4ju0,9e-31
3m5h,4jtx,9e-31
3m5h,3ubq,1e-30
3m5h,3ubn,1e-30
3m5h,3ubj,1e-30
3m5h,3ube,1e-30
3m5h,4m5z,2e-30
3m5h,4lxv,3e-30
3m5h,4hfu,2e-29
3m5h,2wrc,3e-29
3m5h,2wrb,3e-29
3m5h,3ku6,5e-29
3m5h,3ku5,5e-29
3m5h,4hlz,6e-29
3m5h,4hf5,6e-29
3m5h,3qqo,6e-29
3m5h,3qqi,6e-29
3m5h,3qqe,6e-29
3m5h,3qqb,6e-29
3m5h,3ku3,6e-29
3m5h,2wrd,2e-28
3m5h,4hg4,4e-28
3m5h,4mc5,3e-27
3m5h,2wr5,1e-26
3m5h,2wr7,2e-26
3m5h,2wre,7e-26
3m5h,2wr2,3e-25
3m5h,2wr1,3e-25
3m5h,2wr0,3e-25
3m5h,2wrf,6e-25
3m5h,1jsi,9e-25
3m5h,1jsh,9e-25
3m5h,1jsd,9e-25
3m5h,4i78,2e-24
3m5h,4h32,2e-24
3m5h,2wr4,7e-24
3m5h,2wr3,7e-24
3m5h,4kps,5e-23
3m5h,4kpq,5e-23
3m5h,4fiu,4e-20
3m5h,4f23,4e-20
3m5h,3bt6,1e-05
3m5h,2rfu,1e-05
3m5h,2rft,1e-05
3m5h,4nrl,6e-04
3m5h,4nrk,6e-04
3m5h,4nrj,6e-04
3m5h,4fqj,6e-04
3m5h,4fqm,0.001
3m5h,4fqk,0.001
3m5h,4m44,0.004
3m5h,4m40,0.004
3m5i,3m5j,9e-145
3m5i,3m5i,9e-145
3m5i,3m5h,9e-145
3m5i,3m5g,9e-145
3m5i,4lkk,2e-122
3m5i,4lkj,2e-122
3m5i,4lki,2e-122
3m5i,4n64,2e-122
3m5i,4n63,2e-122
3m5i,4n62,2e-122
3m5i,4n61,2e-122
3m5i,4n60,2e-122
3m5i,4n5k,2e-122
3m5i,4n5j,2e-122
3m5i,4ln8,2e-122
3m5i,4ln6,2e-122
3m5i,4kon,2e-122
3m5i,4bsf,2e-122
3m5i,4bse,2e-122
3m5i,4bsi,2e-122
3m5i,4bsh,2e-122
3m5i,4bsg,2e-122
3m5i,1ti8,2e-122
3m5i,4ln4,8e-122
3m5i,4ln3,8e-122
3m5i,4lkh,8e-122
3m5i,4lkg,8e-122
3m5i,4lcx,8e-122
3m5i,4bsd,1e-121
3m5i,4bsc,1e-121
3m5i,4bsb,1e-121
3m5i,4bsa,1e-121
3m5i,4dj8,2e-121
3m5i,4dj7,2e-121
3m5i,4dj6,2e-121
3m5i,4fqv,5e-120
3m5i,4cz0,2e-62
3m5i,4cyz,2e-62
3m5i,4cyw,2e-62
3m5i,4cyv,2e-62
3m5i,4d00,7e-60
3m5i,4qy2,7e-60
3m5i,4qy1,7e-60
3m5i,4qy0,7e-60
3m5i,2wrh,1e-39
3m5i,4uoa,2e-39
3m5i,4uo9,2e-39
3m5i,4uo8,2e-39
3m5i,4uo7,2e-39
3m5i,4uo6,2e-39
3m5i,4uo5,2e-39
3m5i,4uo4,2e-39
3m5i,4unz,8e-39
3m5i,4uny,8e-39
3m5i,4unx,8e-39
3m5i,4uo3,1e-38
3m5i,4uo2,1e-38
3m5i,4uo1,1e-38
3m5i,4uo0,1e-38
3m5i,3s11,4e-38
3m5i,4nm8,5e-38
3m5i,4fqy,5e-38
3m5i,4fqr,5e-38
3m5i,4fp8,5e-38
3m5i,4fnk,5e-38
3m5i,3sdy,5e-38
3m5i,2hmg,5e-38
3m5i,4gxx,6e-38
3m5i,1rvt,7e-38
3m5i,1mqn,7e-38
3m5i,1mqm,7e-38
3m5i,1mql,7e-38
3m5i,5hmg,7e-38
3m5i,4hmg,7e-38
3m5i,3ztj,7e-38
3m5i,3hmg,7e-38
3m5i,3eym,7e-38
3m5i,2ypg,7e-38
3m5i,1qfu,7e-38
3m5i,1ken,7e-38
3m5i,1hgj,7e-38
3m5i,1hgi,7e-38
3m5i,1hgh,7e-38
3m5i,1hgg,7e-38
3m5i,1hgf,7e-38
3m5i,1ha0,7e-38
3m5i,1eo8,7e-38
3m5i,4cqy,1e-37
3m5i,4cqx,1e-37
3m5i,4cqw,1e-37
3m5i,4cqv,1e-37
3m5i,2viu,1e-37
3m5i,1hge,1e-37
3m5i,1hgd,1e-37
3m5i,3vun,2e-37
3m5i,4kwm,2e-37
3m5i,4jul,2e-37
3m5i,4py8,2e-37
3m5i,4gxu,2e-37
3m5i,4eef,2e-37
3m5i,3r2x,2e-37
3m5i,3lzf,2e-37
3m5i,3gbn,2e-37
3m5i,2wrg,2e-37
3m5i,1rd8,2e-37
3m5i,4mhj,2e-37
3m5i,4mhi,2e-37
3m5i,4juj,2e-37
3m5i,4juh,2e-37
3m5i,4jug,2e-37
3m5i,1rvz,4e-37
3m5i,1rvx,4e-37
3m5i,1ru7,4e-37
3m5i,3s13,6e-37
3m5i,3eyk,6e-37
3m5i,3eyj,6e-37
3m5i,4juk,7e-37
3m5i,4o58,8e-37
3m5i,4gms,8e-37
3m5i,3s12,1e-36
3m5i,4k67,1e-36
3m5i,4k66,1e-36
3m5i,4k65,1e-36
3m5i,4wa2,1e-36
3m5i,4wa1,1e-36
3m5i,3htt,3e-36
3m5i,3htq,3e-36
3m5i,3htp,3e-36
3m5i,3hto,3e-36
3m5i,4k64,3e-36
3m5i,4k63,3e-36
3m5i,4k62,3e-36
3m5i,3sm5,3e-36
3m5i,4bh1,4e-36
3m5i,4bh0,4e-36
3m5i,4bgz,4e-36
3m5i,4cqu,4e-36
3m5i,4cqs,4e-36
3m5i,4kth,4e-36
3m5i,4jum,5e-36
3m5i,4fqi,5e-36
3m5i,4edb,5e-36
3m5i,4bgy,5e-36
3m5i,4bgx,5e-36
3m5i,4bgw,5e-36
3m5i,3zp1,5e-36
3m5i,3zp0,5e-36
3m5i,3znm,5e-36
3m5i,3znl,5e-36
3m5i,3znk,5e-36
3m5i,3gbm,5e-36
3m5i,3fku,5e-36
3m5i,2ibx,5e-36
3m5i,2fk0,5e-36
3m5i,4jun,7e-36
3m5i,4kw1,7e-36
3m5i,4cqt,7e-36
3m5i,4cqr,7e-36
3m5i,4cqq,7e-36
3m5i,4cqp,7e-36
3m5i,4cqz,7e-36
3m5i,4kdq,1e-35
3m5i,3zpb,2e-35
3m5i,3zp6,2e-35
3m5i,4cr0,2e-35
3m5i,3zp3,2e-35
3m5i,3zp2,2e-35
3m5i,4n5z,2e-35
3m5i,4n5y,2e-35
3m5i,4kdo,2e-35
3m5i,4kdn,2e-35
3m5i,4kdm,2e-35
3m5i,4bh4,2e-35
3m5i,4bh3,2e-35
3m5i,4bh2,2e-35
3m5i,4kvn,8e-35
3m5i,4o5n,1e-34
3m5i,4o5i,1e-34
3m5i,2yp5,2e-34
3m5i,2yp4,2e-34
3m5i,2yp3,2e-34
3m5i,2yp2,2e-34
3m5i,2yp9,6e-34
3m5i,2yp8,6e-34
3m5i,2yp7,6e-34
3m5i,1jso,6e-34
3m5i,1jsn,6e-34
3m5i,1jsm,6e-34
3m5i,4f3z,2e-31
3m5i,3m6s,4e-31
3m5i,3mlh,4e-31
3m5i,4lvh,5e-31
3m5i,4f15,5e-31
3m5i,4eda,5e-31
3m5i,3uyx,8e-31
3m5i,4m4y,8e-31
3m5i,4jtv,8e-31
3m5i,3uyw,8e-31
3m5i,3lzg,8e-31
3m5i,3al4,8e-31
3m5i,4ju0,9e-31
3m5i,4jtx,9e-31
3m5i,3ubq,1e-30
3m5i,3ubn,1e-30
3m5i,3ubj,1e-30
3m5i,3ube,1e-30
3m5i,4m5z,2e-30
3m5i,4lxv,3e-30
3m5i,4hfu,2e-29
3m5i,2wrc,3e-29
3m5i,2wrb,3e-29
3m5i,3ku6,5e-29
3m5i,3ku5,5e-29
3m5i,4hlz,6e-29
3m5i,4hf5,6e-29
3m5i,3qqo,6e-29
3m5i,3qqi,6e-29
3m5i,3qqe,6e-29
3m5i,3qqb,6e-29
3m5i,3ku3,6e-29
3m5i,2wrd,2e-28
