p_id,sero
ADG28683.1,H5N1
ADQ92582.1,H5N1
AEA50985.1,H5N1
AEK79815.1,H5N1
AEP84526.1,H5N1
AFB18647.1,H5N1
AFM78578.1,H5N1
ABE68927.1,H5N1
ABD28181.1,H5N1
ABD28182.1,H5N1
ABG67978.1,H5N1
ABK00132.1,H5N1
ABK00132.1,H5N1
ABP51975.1,H5N1
ABP51975.1,H5N1
ABU99094.1,H5N1
ABU99104.1,H5N1
ABU99195.1,H5N1
ACI06178.1,H5N1
ACN39410.1,H5N1
ACR48872.1,H5N1
ACR56228.1,H5N1
ACT20893.1,H5N1
ADC97015.1,H5N1
ADD10558.1,H5N1
AEN68619.1,H5N1
AEN68938.1,H5N1
AEN68939.1,H5N1
AEQ72820.1,H5N1
AEQ72868.1,H5N1
AEQ72881.1,H5N1
AEQ72884.1,H5N1
AEQ72889.1,H5N1
AET80429.1,H5N1
AEX30611.1,H5N1
AFI44342.1,H5N1
AFI44353.1,H5N1
AFJ69901.1,H5N1
AFQ60210.1,H5N1
AAC54377.1,H7N7
AAC54380.1,H7N3
AAD26938.2,H7N2
AAG10650.1,H7N3
AAG10670.1,H7N7
AAR02640.1,H7N7
ABI84602.1,H7N3
ABI84849.1,H7N2
ABI85000.1,H7N3
ABI85011.1,H7N1
ABI94581.1,H7N7
ABR37440.1,H7N4
ABS89365.1,H7N7
ACL80025.1,H7N1
ACZ48594.1,H7N3
ACZ48608.1,H7N1
ACZ58384.1,H7N8
ADI34060.1,H7N3
ADI34061.1,H7N3
ADV02479.1,H7N2
AET77666.1,H7N3
AFQ55689.1,H7N3
AGG53443.1,H7N7
AGG53498.1,H7N7
AGG83064.1,H7N7
AGL52805.1,H7N3
AGL57025.1,H7N3
AGL57850.1,H7N3
AHK10800.1,H7N9
AHN96530.1,H7N3
AHN96602.1,H7N3
AHZ38875.1,H7N7
AHZ42377.1,H7N7
BAM63158.1,H7N7
CAA78263.1,H7N7
AAW29080.1,H9N2
AAY52493.1,H9N2
AAY52504.1,H9N2
AAY52507.1,H9N2
AAY52517.1,H9N2
ABB87366.1,H9N6
ABB87886.1,H9N5
ABM21877.1,H9N2
ABS50795.1,H9N2
ABV31843.1,H9N2
ACA50026.1,H9N2
ACA50030.1,H9N2
ACD12172.1,H9N2
ACF93481.1,H9N2
ACF93484.1,H9N2
ACF93486.1,H9N2
ACH95448.1,H9N2
ACH95456.1,H9N2
ACY25797.2,H9N2
ACY25801.1,H9N2
ACY25803.2,H9N2
ADK56450.1,H9N2
ADL64047.1,H9N2
ADO14466.1,H9N2
ADP05197.1,H9N2
ADP69273.1,H9N2
AEK85773.1,H9N2
AEN02518.1,H9N2
AEN95123.1,H9N2
AET74962.1,H9N9
AET77176.1,H9N1
AEY75592.1,H9N2
AFA51661.2,H9N2
AFC18325.1,H9N1
AFI73231.1,H9N2
AFI73232.1,H9N2
AFO83274.1,H9N2
AFO83280.1,H9Nx
AFO83294.1,H9Nx
AFO83295.1,H9Nx
AGF69028.1,H9N2
AGF69039.1,H9N2
AGF69050.1,H9N2
AGI41230.1,H9N2
AGL57927.1,H9N5
AGL57968.1,H9N2
AGO17847.1,H9N2
AGO17883.1,H9N2
AGO17946.1,H9N2
AGW25699.1,H9N7
AGY14270.1,H9N2
AHB72968.1,H9N2
AHN96650.1,H9N2
AHY84442.1,H9N2
AHZ59311.1,H9N2
BAJ83422.1,H9N1
BAN66743.1,H9N2
BAO10666.1,H9N2
CAB95856.1,H9N2
CAB95857.1,H9N2
CCH23221.1,H9N2
